CustomerID,sales,frequency,recency,flag,k_cluster
18287,1837.28,3,43,high,0
13650,1836.34,6,17,high,0
13048,1835.91,4,15,high,0
14665,1835.7000000000005,5,61,high,0
16152,1829.04,1,269,high,3
15203,1827.8,6,26,high,0
18122,1826.21,6,9,high,2
17702,1824.37,4,31,high,0
16153,1824.23,5,50,high,0
17705,1823.52,9,4,high,2
16169,1822.9700000000007,4,9,high,2
17591,1819.37,6,74,high,0
17629,1814.12,8,6,high,2
13481,1804.56,5,46,high,0
17663,1802.9100000000005,7,26,high,0
15812,1801.1400000000006,5,108,high,0
16249,1800.0700000000004,5,53,high,0
13562,1799.33,3,82,high,0
13196,1797.7800000000007,4,12,high,0
17750,1797.57,9,6,high,2
17648,1797.5,4,61,high,0
18235,1796.4800000000002,3,72,high,0
13831,1794.9899999999998,5,17,high,0
13134,1793.58,4,86,high,0
18179,1793.17,6,10,high,2
13510,1791.56,4,2,high,2
14621,1788.3599999999994,5,2,high,2
13875,1786.79,5,54,high,0
14608,1785.15,4,5,high,2
14696,1784.33,6,5,high,2
15050,1782.09,3,26,high,0
16380,1780.59,1,62,high,0
15220,1778.96,6,52,high,0
17092,1777.78,4,51,high,0
17754,1772.26,5,1,high,2
15594,1771.7799999999993,5,16,high,0
15473,1771.2,7,15,high,2
17813,1770.8800000000006,5,15,high,0
14387,1770.56,3,33,high,0
16681,1770.34,6,73,high,0
16983,1767.76,6,13,high,2
13456,1766.7200000000007,6,18,high,0
15950,1765.5099999999998,4,32,high,0
16751,1764.7199999999998,1,31,high,1
12823,1759.5,5,75,high,0
15241,1756.44,8,67,high,0
16359,1750.92,9,8,high,2
13808,1747.66,5,6,high,2
15067,1744.7599999999998,3,79,high,0
16550,1744.31,4,109,high,0
14506,1742.4700000000007,4,18,high,0
14001,1741.84,2,46,high,0
13157,1741.2199999999998,4,50,high,0
14595,1740.6,6,20,high,0
17930,1740.4799999999998,5,36,high,0
17353,1740.0,2,130,high,0
17457,1737.7,5,127,high,0
17043,1735.1799999999996,4,33,high,0
14409,1730.65,4,72,high,0
16791,1721.7799999999993,7,30,high,0
17451,1721.4,7,2,high,2
14834,1720.3,6,18,high,0
15267,1717.36,5,23,high,0
17162,1715.46,10,29,high,0
13763,1714.9599999999996,1,64,high,0
17147,1714.59,4,23,high,0
18061,1714.2500000000002,9,22,high,2
14441,1712.89,4,1,high,2
15021,1709.1799999999994,8,9,high,2
15947,1708.2400000000002,1,83,high,0
16902,1706.88,1,117,high,3
15240,1706.5700000000004,5,45,high,0
16398,1705.8000000000004,2,155,high,0
13094,1703.64,11,22,high,2
17282,1703.41,3,131,high,0
12843,1702.2600000000002,8,66,high,0
16007,1701.9400000000005,4,48,high,0
13184,1701.29,10,15,high,2
17193,1699.3000000000004,7,36,high,0
13824,1698.9399999999994,5,33,high,0
14245,1693.4499999999996,2,220,high,0
15549,1693.2599999999998,3,78,high,0
16813,1692.9799999999998,10,9,high,2
16671,1692.27,3,29,high,0
15380,1690.2600000000002,5,9,high,2
17152,1689.5,3,195,high,0
13162,1688.29,4,123,high,0
13577,1687.6,4,26,high,0
15351,1685.44,6,13,high,2
14030,1683.59,6,19,high,0
13647,1678.12,4,10,high,0
13149,1676.06,4,15,high,0
17656,1674.69,5,74,high,0
17218,1668.1799999999996,9,5,high,2
16115,1667.97,8,10,high,2
12912,1662.3000000000004,5,3,high,2
13012,1661.84,8,10,high,2
15214,1661.44,8,2,high,2
16150,1659.6,4,43,high,0
15826,1654.31,3,57,high,0
17284,1652.5800000000004,6,61,high,0
16711,1651.03,5,4,high,2
14837,1649.5,4,90,high,0
13750,1647.2600000000002,5,54,high,0
15827,1645.16,12,74,high,0
17873,1644.0100000000002,4,81,high,0
13627,1638.47,5,60,high,0
15122,1633.78,3,115,high,0
14164,1631.7700000000002,2,71,high,0
16638,1630.32,9,23,high,2
17673,1629.12,6,2,high,2
16515,1627.1299999999994,5,53,high,0
14759,1625.97,3,5,high,2
16987,1625.05,7,4,high,2
15485,1624.91,2,31,high,0
13425,1624.2099999999994,3,109,high,0
15172,1624.0500000000004,5,9,high,2
14215,1623.7200000000007,5,12,high,0
17101,1621.73,4,11,high,0
14178,1620.9299999999996,7,9,high,2
16801,1619.73,4,164,high,0
18161,1618.69,5,16,high,0
14336,1614.91,4,17,high,0
16992,1614.31,5,11,high,2
15791,1612.6900000000005,2,44,high,0
14312,1611.59,6,47,high,0
13614,1610.46,4,25,high,0
14918,1610.15,2,116,high,0
16466,1603.46,7,34,high,0
14719,1602.1299999999994,5,2,high,2
14587,1601.1400000000006,9,19,high,2
14210,1600.89,5,106,high,0
15660,1600.86,9,26,high,0
16496,1599.52,3,9,high,0
13850,1595.4799999999993,1,130,high,3
17837,1593.38,8,43,high,0
16332,1593.2000000000005,7,29,high,0
16676,1592.12,4,34,high,0
14970,1592.06,4,69,high,0
15611,1591.45,13,10,high,2
18178,1590.8100000000004,4,129,high,0
17191,1585.02,4,29,high,0
15532,1580.9299999999994,4,26,high,0
16889,1578.67,3,195,high,0
13186,1575.89,3,40,high,0
13634,1575.1599999999994,5,34,high,0
16098,1575.03,6,88,high,0
13659,1573.2,2,206,high,0
17671,1572.71,4,16,high,0
16283,1570.8099999999995,5,6,high,2
17870,1567.9499999999996,11,3,high,2
15906,1567.6899999999996,7,20,high,0
17085,1566.65,5,124,high,0
17204,1564.5600000000004,4,176,high,0
14038,1560.38,3,79,high,0
16394,1555.34,5,57,high,0
13313,1555.32,5,23,high,0
16369,1553.66,3,19,high,0
15620,1553.1799999999996,3,57,high,0
15117,1551.7799999999993,5,15,high,0
17228,1550.1399999999994,6,16,high,0
13320,1548.6999999999996,4,79,high,0
14229,1547.1999999999996,3,52,high,0
14704,1546.91,9,12,high,2
16790,1545.62,6,4,high,2
13397,1544.13,5,73,high,0
15701,1542.14,4,3,high,2
17159,1538.88,3,22,high,0
13849,1537.9499999999996,2,52,high,0
12877,1535.77,12,4,high,2
15392,1535.5299999999993,4,5,high,2
15625,1534.2600000000002,4,104,high,0
13495,1533.9200000000005,4,8,high,2
13107,1531.62,4,45,high,0
14321,1530.7500000000002,5,11,high,2
14567,1530.36,2,57,high,0
16434,1522.25,7,30,high,0
16066,1521.8699999999994,5,17,high,0
13764,1521.76,3,71,high,0
13213,1520.58,5,57,high,0
16880,1519.0800000000004,7,31,high,0
14267,1516.24,3,163,high,0
13791,1516.0,2,128,high,0
16748,1515.9,5,18,high,0
17722,1513.8999999999994,3,97,high,0
16053,1511.9499999999994,2,33,high,0
16910,1510.06,8,5,high,2
16279,1509.58,3,22,high,0
17519,1508.7199999999998,5,18,high,0
15265,1506.12,2,152,high,0
12937,1504.2699999999993,4,16,high,0
15530,1502.35,4,22,high,0
16762,1501.38,3,20,high,0
17571,1498.5100000000002,4,51,high,0
17406,1498.3199999999995,2,334,high,0
14414,1496.98,7,92,high,0
16755,1496.83,3,115,high,0
17002,1493.7300000000002,3,86,high,0
15057,1489.5,2,276,high,0
13110,1488.6699999999996,7,32,high,0
13692,1488.3200000000006,3,25,high,0
14963,1487.8,5,10,high,2
17553,1487.6,1,130,high,3
16395,1486.9,5,61,high,0
14878,1485.54,9,13,high,2
14758,1484.0600000000004,4,145,high,0
18016,1483.56,5,33,high,0
15427,1483.14,3,34,high,0
17590,1479.2199999999993,3,3,high,2
14403,1475.81,4,131,high,0
12826,1474.7199999999998,7,3,high,2
14246,1474.0600000000004,3,111,high,0
15128,1470.9999999999998,4,61,high,0
16348,1469.45,7,33,high,0
14875,1465.3199999999995,2,108,high,0
16775,1463.7600000000002,10,11,high,2
12882,1463.04,2,10,high,1
14233,1462.72,4,50,high,0
14541,1461.65,8,59,high,0
17063,1461.1400000000006,7,22,high,0
16455,1459.88,5,64,high,0
16996,1456.96,6,31,high,0
13309,1456.79,5,8,high,2
13477,1454.58,6,38,high,0
15953,1449.54,7,16,high,2
14740,1448.21,3,198,high,0
14591,1447.14,4,16,high,0
17073,1446.0899999999995,4,18,high,0
13717,1445.01,6,33,high,0
13461,1445.0,3,39,high,0
17175,1443.69,4,45,high,0
15478,1441.42,2,41,high,0
14071,1438.8200000000004,8,4,high,2
13159,1437.85,4,9,high,0
16503,1431.9299999999996,4,107,high,0
13475,1431.7799999999993,4,192,high,0
16103,1429.64,6,8,high,2
16271,1429.24,5,3,high,2
14035,1428.02,5,29,high,0
15681,1426.16,5,26,high,0
15106,1422.5199999999998,5,18,high,0
16463,1422.4,4,22,high,0
16571,1421.69,3,27,high,0
14019,1421.61,3,47,high,0
17288,1419.73,7,10,high,2
16173,1418.3199999999995,6,16,high,0
15444,1418.26,2,10,high,1
17856,1418.0300000000002,4,2,high,2
18116,1418.0299999999993,8,68,high,0
14649,1417.2899999999993,4,5,high,2
16012,1415.29,3,36,high,0
16245,1413.66,3,24,high,0
17004,1412.9399999999994,2,47,high,0
15237,1412.3200000000006,4,2,high,2
15596,1406.59,5,101,high,0
17083,1405.7799999999993,3,110,high,0
12868,1403.7600000000002,5,186,high,0
13174,1401.06,2,17,high,0
16365,1400.56,8,18,high,2
15563,1400.4400000000005,4,23,high,0
18202,1396.9899999999998,3,200,low,0
13995,1393.69,5,16,low,0
17354,1393.06,1,51,low,1
15810,1391.9799999999998,4,79,low,0
15051,1391.61,3,24,low,0
13414,1390.5,3,134,low,0
15260,1390.27,5,101,low,0
13516,1389.41,3,22,low,0
15453,1388.37,7,2,low,2
15134,1387.9900000000002,8,15,low,2
12952,1387.79,4,6,low,2
13308,1385.5100000000002,3,23,low,0
18167,1384.86,3,24,low,0
17311,1384.85,2,79,low,0
13572,1384.25,1,206,low,3
14507,1383.1800000000005,6,24,low,0
14116,1382.7400000000002,5,20,low,0
16389,1382.0700000000004,4,54,low,0
16726,1382.02,5,27,low,0
17621,1379.9,3,22,low,0
12886,1378.4,2,68,low,0
15569,1375.7099999999996,5,104,low,0
16669,1374.8699999999994,3,24,low,0
14434,1372.8,6,22,low,0
16456,1370.9699999999998,4,100,low,0
15095,1370.6,4,104,low,0
14897,1366.38,4,8,low,2
14673,1362.91,4,4,low,2
13396,1360.9899999999998,2,30,low,0
16817,1360.5499999999995,8,3,low,2
14102,1360.2799999999995,5,6,low,2
16719,1359.69,6,15,low,0
15411,1358.88,4,27,low,0
13232,1357.6,7,13,low,2
17054,1356.33,5,29,low,0
14064,1353.74,5,30,low,0
14859,1353.7399999999998,4,13,low,0
15116,1352.75,4,18,low,0
16079,1352.0,3,17,low,0
16493,1351.63,4,80,low,0
14154,1345.62,2,240,low,0
15398,1345.53,2,17,low,0
17372,1342.6800000000005,8,41,low,0
16317,1341.65,3,120,low,0
16059,1341.61,5,66,low,0
13743,1341.6,7,3,low,2
18177,1341.42,6,32,low,0
14404,1340.84,5,34,low,0
16045,1340.7,4,120,low,0
15734,1339.4500000000005,2,115,low,0
15987,1337.8,6,13,low,0
15059,1337.7200000000005,9,41,low,0
16110,1337.48,3,46,low,0
12919,1335.19,6,9,low,2
14045,1333.35,3,110,low,0
17932,1331.5699999999995,3,30,low,0
16295,1328.5499999999995,4,10,low,0
15146,1327.1600000000005,2,165,low,0
17633,1324.84,4,32,low,0
12854,1324.5,3,79,low,0
17095,1324.16,3,23,low,0
16370,1320.5599999999995,4,83,low,0
14794,1319.91,7,3,low,2
13168,1319.1899999999996,4,37,low,0
16083,1317.62,2,101,low,0
14921,1316.0700000000004,2,31,low,0
14511,1314.81,5,12,low,0
16464,1314.6799999999996,3,20,low,0
14738,1314.45,7,43,low,0
14973,1314.45,3,108,low,0
16040,1313.55,3,66,low,0
14856,1311.38,3,37,low,0
14477,1309.6,4,20,low,0
16120,1309.14,4,60,low,0
13328,1308.48,1,317,low,3
14297,1305.33,4,18,low,0
16744,1304.7600000000002,7,12,low,2
17919,1304.04,1,89,low,3
15813,1303.91,2,208,low,0
12947,1299.95,5,144,low,0
15494,1299.2300000000005,2,22,low,0
15916,1295.64,6,17,low,0
16929,1295.39,7,4,low,2
16224,1295.2999999999995,4,58,low,0
15621,1293.03,4,5,low,2
16101,1290.7,1,71,low,3
15171,1289.5,1,332,low,3
15136,1286.7000000000005,4,3,low,2
16949,1286.2700000000002,6,4,low,2
17350,1286.07,4,9,low,0
16899,1281.56,6,8,low,2
13878,1281.53,1,55,low,1
13538,1280.85,7,44,low,0
15111,1278.98,2,30,low,0
16951,1277.7500000000011,3,135,low,0
16692,1276.0,2,257,low,0
14669,1269.9899999999998,3,242,low,0
13431,1269.1,2,68,low,0
14916,1268.98,4,71,low,0
15199,1268.7,4,60,low,0
16660,1267.65,4,17,low,0
17037,1267.3199999999995,1,88,low,3
17158,1266.97,3,33,low,0
14105,1266.2300000000002,1,240,low,3
13989,1266.08,2,66,low,0
16842,1264.19,3,101,low,0
15497,1262.2,2,18,low,0
15009,1261.7799999999995,3,13,low,0
16688,1260.86,4,2,low,2
17388,1259.5600000000004,4,78,low,0
13151,1257.8700000000003,1,296,low,3
16639,1257.5099999999998,3,32,low,0
17481,1255.59,4,4,low,2
14698,1250.76,5,2,low,2
14383,1247.69,3,39,low,0
13029,1247.5,3,31,low,0
15004,1246.3199999999995,1,148,low,3
13860,1245.9,5,2,low,2
14428,1244.83,5,8,low,2
16531,1244.59,7,23,low,0
17584,1242.2999999999995,2,8,low,1
14573,1240.3200000000004,8,180,low,0
17588,1240.2,3,101,low,0
17731,1240.11,4,80,low,0
12985,1239.38,2,1,low,1
13476,1238.47,2,179,low,0
14893,1237.8500000000004,2,10,low,1
13931,1237.5300000000007,2,96,low,0
15201,1236.5400000000004,5,88,low,0
14684,1236.2800000000002,5,26,low,0
15376,1233.36,3,41,low,0
15910,1232.1800000000005,8,1,low,2
18080,1231.5,2,19,low,0
18171,1231.31,5,59,low,0
14913,1227.43,4,36,low,0
12997,1226.89,4,23,low,0
17774,1225.41,4,97,low,0
15841,1224.06,4,73,low,0
13208,1223.9,6,59,low,0
16794,1222.7100000000005,10,2,low,2
14745,1220.26,5,113,low,0
15227,1219.4,5,37,low,0
14741,1215.84,5,12,low,0
17410,1214.72,5,17,low,0
13055,1214.4099999999996,3,79,low,0
18263,1213.16,3,26,low,0
13918,1212.84,2,50,low,0
16653,1212.6600000000005,2,17,low,0
13564,1209.0199999999998,2,145,low,0
17653,1207.5600000000004,4,37,low,0
15602,1205.32,8,9,low,2
15737,1205.12,8,15,low,2
14898,1205.0199999999998,5,24,low,0
16800,1201.4900000000002,1,12,low,1
13158,1201.06,4,95,low,0
17800,1199.01,9,38,low,0
13118,1197.8100000000004,5,20,low,0
13211,1197.42,3,11,low,0
16042,1197.2699999999998,5,23,low,0
17867,1197.1,6,31,low,0
17526,1195.9,4,5,low,2
15145,1194.7299999999998,4,5,low,2
13882,1191.13,5,3,low,2
16612,1187.66,4,33,low,0
15630,1186.35,2,46,low,0
13752,1186.2800000000002,6,125,low,0
17802,1184.8400000000004,2,83,low,0
17058,1179.89,3,82,low,0
12885,1175.2200000000005,3,64,low,0
15306,1174.35,3,65,low,0
14857,1173.12,2,60,low,0
13611,1171.8,3,90,low,0
15024,1170.11,8,10,low,2
17961,1168.89,38,22,low,2
13500,1166.77,3,24,low,0
14737,1164.55,3,4,low,1
14261,1163.4499999999996,2,51,low,0
14447,1163.23,5,19,low,0
16714,1161.5299999999993,3,219,low,0
15088,1160.07,2,22,low,0
17348,1159.5200000000002,5,15,low,0
13499,1159.11,5,18,low,0
16184,1158.79,6,65,low,0
13744,1156.36,2,96,low,0
16637,1154.4699999999998,4,33,low,0
16062,1153.62,4,10,low,0
17505,1145.84,2,162,low,0
16766,1145.6,2,274,low,3
17770,1143.27,5,199,low,0
18125,1142.9899999999998,4,30,low,0
15985,1142.42,2,124,low,0
16270,1141.2399999999996,1,354,low,3
13330,1140.93,3,93,low,0
13819,1140.35,3,302,low,0
16172,1140.21,5,96,low,0
17500,1138.0,3,18,low,0
17302,1135.63,5,15,low,0
17242,1135.04,2,109,low,0
15489,1134.2799999999995,3,23,low,0
16989,1133.25,6,8,low,2
17585,1133.07,4,110,low,0
13282,1132.14,3,19,low,0
13772,1132.13,3,34,low,0
13310,1132.0300000000002,3,29,low,0
13610,1131.88,7,13,low,2
15500,1131.56,4,9,low,0
13447,1129.14,3,24,low,0
17787,1128.91,3,153,low,0
14824,1127.71,4,11,low,0
16016,1126.49,7,4,low,2
14129,1123.86,5,2,low,2
18239,1123.5100000000002,4,219,low,0
15436,1122.5299999999997,3,13,low,0
13486,1122.41,3,79,low,0
17562,1122.38,7,15,low,0
16807,1121.59,3,143,low,0
15730,1120.88,3,66,low,0
14276,1119.7399999999998,3,99,low,0
13064,1119.4899999999998,4,13,low,0
12842,1118.99,2,71,low,0
17788,1117.9,2,74,low,0
13591,1117.1299999999997,3,65,low,0
13491,1116.92,9,52,low,0
14443,1116.6999999999996,3,54,low,0
14971,1116.5699999999997,3,36,low,0
16350,1116.4699999999998,4,22,low,0
17609,1112.2199999999998,5,41,low,0
16049,1111.7899999999988,3,41,low,0
14817,1110.34,2,201,low,0
15069,1109.5300000000007,1,180,low,3
15933,1107.4599999999996,3,22,low,0
16833,1106.53,4,2,low,2
12857,1106.4,2,211,low,0
14410,1105.07,9,93,low,0
14948,1101.97,6,24,low,0
17047,1100.9,3,86,low,0
15978,1098.7800000000002,1,78,low,3
13104,1098.48,6,4,low,2
17966,1098.43,5,38,low,0
16225,1096.3200000000004,5,45,low,0
16533,1095.56,3,20,low,0
15745,1094.59,4,20,low,0
17720,1093.9399999999996,3,27,low,0
15608,1093.68,4,29,low,0
13521,1093.6499999999996,3,2,low,2
18189,1090.2399999999998,2,78,low,0
13853,1090.14,1,58,low,1
17676,1086.98,5,5,low,2
15763,1086.92,2,32,low,0
13467,1083.7099999999996,2,11,low,1
17041,1081.57,3,27,low,0
14561,1080.7599999999998,3,76,low,0
16200,1080.62,2,5,low,1
13726,1079.66,2,39,low,0
15197,1079.61,3,11,low,0
16980,1078.9600000000003,2,256,low,3
14352,1078.96,4,158,low,0
16094,1078.23,4,12,low,0
16563,1077.74,1,54,low,1
13131,1073.3,3,24,low,0
15712,1072.36,5,10,low,0
15238,1071.99,3,30,low,0
14487,1071.23,5,27,low,0
13635,1071.0300000000002,1,68,low,3
17522,1070.71,5,2,low,2
13761,1070.65,2,51,low,0
14212,1070.48,1,90,low,3
17214,1069.12,6,61,low,0
16918,1068.82,6,50,low,0
15027,1066.15,4,31,low,0
17277,1065.35,2,228,low,3
14488,1064.2800000000002,1,68,low,3
12951,1064.0700000000004,6,9,low,2
15801,1063.9499999999996,3,47,low,0
12936,1063.9,4,18,low,0
14411,1063.0,1,311,low,3
16214,1062.75,3,171,low,0
17412,1060.7599999999998,6,3,low,2
15706,1060.56,4,64,low,0
17727,1060.25,1,16,low,1
18130,1059.39,3,16,low,0
14901,1058.89,7,12,low,2
14465,1058.62,3,247,low,0
14419,1058.06,6,11,low,0
15407,1056.4399999999996,4,34,low,0
14514,1055.35,3,62,low,0
15858,1054.9200000000003,4,16,low,0
15977,1054.73,2,18,low,1
16728,1054.67,4,47,low,0
14583,1052.55,5,6,low,2
16416,1051.3999999999996,3,27,low,0
12849,1050.89,2,32,low,0
14224,1050.12,4,111,low,0
15329,1049.7000000000003,3,40,low,0
15464,1048.8500000000006,1,339,low,3
15839,1048.4900000000002,3,34,low,0
15777,1047.11,4,242,low,0
16520,1046.5699999999997,3,187,low,0
17042,1044.38,5,3,low,2
15192,1044.32,3,120,low,0
14389,1043.46,2,66,low,0
15073,1043.41,3,10,low,0
14584,1042.2599999999998,4,170,low,0
13719,1041.68,5,16,low,0
18221,1041.61,5,23,low,0
15434,1041.4800000000002,5,9,low,0
14446,1039.58,4,1,low,2
16175,1037.59,4,95,low,0
15426,1035.9699999999998,4,20,low,0
16260,1035.45,1,51,low,1
15983,1034.13,3,23,low,0
13639,1033.34,1,75,low,3
17724,1033.0,3,72,low,0
17405,1031.41,3,2,low,2
13235,1031.0699999999997,1,213,low,3
13253,1030.4,2,157,low,0
17033,1030.14,3,87,low,0
15333,1028.56,1,209,low,3
16682,1027.9999999999998,5,5,low,2
15104,1027.4399999999996,2,197,low,0
13956,1026.42,5,6,low,2
16160,1025.4400000000003,2,66,low,0
14904,1025.44,2,3,low,1
17096,1022.13,4,16,low,0
14047,1021.69,4,9,low,0
14346,1021.5800000000003,2,121,low,0
13165,1021.48,2,47,low,0
13376,1019.76,3,100,low,0
18142,1019.52,2,158,low,0
12828,1018.71,6,3,low,2
13728,1016.14,6,37,low,0
13867,1015.29,3,32,low,0
17894,1013.0400000000003,7,72,low,0
17197,1013.01,1,30,low,1
14195,1012.0,2,202,low,3
16229,1010.5999999999997,2,88,low,0
13032,1010.18,2,53,low,0
15002,1010.1100000000004,3,116,low,0
16572,1009.6,3,128,low,0
16174,1009.55,3,127,low,0
17646,1008.39,3,220,low,0
14631,1006.98,3,51,low,0
13429,1006.8,4,11,low,0
16950,1006.56,2,57,low,0
17126,1004.75,5,153,low,0
14214,1004.38,5,31,low,0
15605,1003.38,4,37,low,0
13410,1003.06,5,25,low,0
15508,1000.27,6,190,low,0
18143,1000.16,2,117,low,0
14540,996.26,3,10,low,0
15110,996.1,4,24,low,0
17594,993.18,2,86,low,0
16009,992.71,4,23,low,0
13363,992.5,2,18,low,1
14223,991.13,3,93,low,0
16232,990.88,4,44,low,0
15062,987.86,4,72,low,0
18237,987.1,5,3,low,2
16376,987.0100000000003,2,9,low,1
17144,984.57,2,2,low,1
17262,984.5,4,53,low,0
15133,982.42,3,128,low,0
14138,982.3800000000003,2,2,low,1
15071,982.0699999999997,2,94,low,0
16188,981.86,4,45,low,0
16907,981.65,5,30,low,0
16085,981.51,5,24,low,0
18170,980.3099999999997,3,34,low,0
13509,979.72,7,9,low,2
15506,979.26,3,23,low,0
13350,979.12,2,17,low,1
15132,977.93,5,19,low,0
14920,977.77,2,213,low,3
13026,975.36,5,2,low,2
14522,974.54,4,25,low,0
15449,974.5199999999996,3,27,low,0
12994,974.42,3,5,low,1
15747,974.0400000000003,3,13,low,0
18194,973.84,1,83,low,3
16419,972.23,6,113,low,0
17100,971.74,2,19,low,1
17618,971.58,3,6,low,1
14256,969.06,2,261,low,3
15907,967.4499999999997,3,4,low,1
15793,965.61,3,15,low,0
14006,962.19,3,116,low,0
15156,961.49,3,2,low,1
14629,959.0099999999996,2,5,low,1
18192,957.97,1,72,low,3
13823,957.66,2,19,low,1
15948,955.24,2,9,low,1
17244,954.8999999999997,1,54,low,1
15835,954.09,4,45,low,0
16934,950.9299999999997,2,55,low,0
15421,950.36,4,59,low,0
16511,950.26,3,22,low,0
13636,949.12,5,37,low,0
12822,948.8799999999997,2,71,low,0
17044,948.48,1,26,low,1
15787,948.05,3,27,low,0
17470,946.6699999999997,4,45,low,0
16539,946.46,3,3,low,1
15707,945.58,4,36,low,0
14748,945.33,3,30,low,0
17289,944.41,3,32,low,0
16086,944.13,4,60,low,0
13261,944.1,2,269,low,3
12820,942.34,4,4,low,2
14075,942.26,3,5,low,1
15576,940.6700000000003,1,38,low,1
15289,939.78,3,30,low,0
17527,939.37,4,54,low,0
16584,936.0800000000003,2,81,low,0
14140,935.0499999999997,2,4,low,1
13848,935.0,2,93,low,0
16027,934.62,6,92,low,0
12924,933.7,4,89,low,0
16657,933.62,4,10,low,0
13655,932.97,2,115,low,0
14532,932.85,4,237,low,0
18133,931.5,1,213,low,3
14475,925.85,3,72,low,0
14231,925.71,3,184,low,0
17048,925.35,3,118,low,0
15312,924.85,4,76,low,0
13805,924.6,2,53,low,0
17135,924.15,6,17,low,0
15654,922.5300000000003,2,10,low,1
13122,922.3900000000003,2,95,low,0
16551,922.12,3,96,low,0
13934,922.0999999999997,1,264,low,3
13035,921.88,2,74,low,0
17323,921.07,7,16,low,0
17018,920.1,2,41,low,0
13075,919.61,1,130,low,3
15253,918.2,5,17,low,0
13549,918.2,7,26,low,0
14015,917.34,1,53,low,1
14712,917.07,3,30,low,0
17236,916.13,6,13,low,0
14141,915.13,4,3,low,2
16216,914.9300000000003,1,268,low,3
16809,914.6900000000003,5,24,low,0
17019,913.79,3,12,low,0
15587,913.68,4,51,low,0
12940,913.5400000000003,2,55,low,0
15364,913.1900000000003,2,96,low,0
14078,913.13,5,102,low,0
14359,912.18,3,20,low,0
13782,912.0,6,13,low,0
13192,911.94,2,96,low,0
14289,911.26,6,9,low,2
18096,911.1499999999994,3,12,low,0
13689,910.0,1,64,low,3
15511,909.23,5,12,low,0
13038,908.46,3,81,low,0
14723,907.3599999999997,4,11,low,0
18168,906.64,5,177,low,0
15022,905.04,4,12,low,0
15807,903.9,3,51,low,0
17566,901.2099999999997,2,9,low,1
17848,901.2000000000003,9,82,low,0
16716,901.2,2,267,low,3
14625,899.63,2,197,low,3
17886,899.61,3,32,low,0
13662,897.7600000000003,3,86,low,0
17537,897.6200000000003,2,30,low,0
16361,896.6600000000002,4,10,low,0
15079,895.6100000000001,4,213,low,0
15865,895.1299999999999,3,41,low,0
15211,894.4100000000002,2,61,low,0
15066,893.59,1,54,low,1
13515,891.1200000000001,4,73,low,0
15255,890.8499999999998,1,67,low,3
14240,890.3400000000003,2,31,low,0
17027,890.2899999999997,6,79,low,0
17007,889.9300000000002,6,51,low,0
14623,889.2500000000001,5,33,low,0
16347,887.6500000000002,2,12,low,1
16900,887.1100000000004,3,17,low,0
15822,885.47,2,4,low,1
17704,885.19,2,169,low,3
17109,885.04,6,30,low,0
15799,884.1400000000001,3,76,low,0
14597,883.1500000000003,2,12,low,1
18236,882.24,6,30,low,0
13037,881.0699999999998,3,139,low,0
15076,880.8500000000003,1,173,low,3
15653,877.4399999999998,2,93,low,0
14770,876.4200000000002,2,233,low,3
14744,874.98,6,17,low,0
13566,874.7099999999998,2,41,low,0
16513,874.5900000000001,4,5,low,2
15860,874.55,7,41,low,0
13294,873.74,2,190,low,3
12847,871.5399999999997,1,23,low,1
15208,870.12,5,2,low,2
13200,870.0900000000001,4,20,low,0
13979,869.8700000000001,1,74,low,3
13203,869.46,4,10,low,0
17649,868.49,1,139,low,3
14715,867.3799999999999,4,25,low,0
16235,867.3100000000002,5,41,low,0
15898,867.19,3,2,low,1
16121,867.1099999999999,2,58,low,0
14332,866.31,3,23,low,0
16567,865.5999999999998,2,195,low,3
13846,865.0600000000003,3,25,low,0
17324,863.18,3,18,low,0
16266,861.89,7,74,low,0
13339,860.1200000000003,1,201,low,3
14577,859.7099999999998,4,13,low,0
17064,859.35,3,59,low,0
14553,859.2699999999999,5,20,low,0
16163,856.6000000000001,2,233,low,3
13991,855.97,6,13,low,0
16037,855.0200000000002,3,270,low,0
12878,854.99,2,237,low,3
17560,854.9499999999998,4,95,low,0
15680,854.79,2,10,low,1
16877,853.72,6,13,low,0
14193,853.3899999999999,2,68,low,0
16070,852.1499999999999,2,23,low,1
16020,851.0100000000001,3,17,low,0
14657,848.2199999999997,4,18,low,0
13221,847.4100000000003,2,241,low,3
16924,846.7500000000001,3,22,low,0
16222,846.7200000000007,1,319,low,3
14803,845.55,3,163,low,0
17624,843.48,2,15,low,1
15164,843.0499999999997,3,69,low,0
17929,843.0,4,12,low,0
13929,842.65,2,170,low,3
16108,842.5,1,85,low,3
17287,841.41,5,27,low,0
16560,841.4099999999999,2,27,low,1
14862,841.2,2,26,low,1
17076,841.0799999999998,3,37,low,0
13940,839.14,4,18,low,0
17115,837.5000000000003,3,9,low,1
16554,837.1000000000001,3,43,low,0
15832,836.7899999999997,1,255,low,3
16747,836.06,2,38,low,0
17169,835.78,2,58,low,0
17759,834.9899999999999,3,18,low,0
13835,834.5700000000003,4,26,low,0
17075,834.12,4,18,low,0
16644,833.7799999999997,2,178,low,3
14644,830.7600000000001,2,68,low,0
13681,827.83,4,18,low,0
14161,827.3700000000001,2,216,low,3
16494,826.5299999999999,1,297,low,3
