CustomerID,sales,frequency,recency,rfm_segment,rfm_level
17211,2043.92,7,27,334,Gold
13450,2043.72,6,27,334,Gold
14825,2042.8100000000006,11,4,434,Gold
13593,2037.08,5,109,224,Silver
18069,2036.6700000000005,5,27,324,Silver
17846,2033.1,1,86,214,Silver
13630,2031.78,7,6,434,Gold
16409,2028.88,5,37,324,Silver
17337,2027.8700000000006,4,152,124,Silver
16358,2027.5000000000007,4,2,424,Gold
14544,2024.4500000000005,2,25,314,Silver
15341,2020.52,1,81,214,Silver
15531,2007.4400000000005,2,9,414,Silver
15372,2007.4,1,138,114,Bronze
14730,2005.06,8,2,434,Gold
14462,2004.02,11,67,234,Silver
17082,2003.85,2,34,314,Silver
15493,2001.8,5,33,324,Silver
18188,2001.04,3,16,424,Gold
16698,1998.0,2,227,114,Bronze
17827,1995.46,5,6,424,Gold
18204,1993.7,3,72,224,Silver
17679,1992.1100000000006,2,53,214,Silver
17088,1991.01,4,29,324,Silver
13246,1987.3,6,19,334,Gold
13590,1981.92,6,12,434,Gold
13725,1980.56,8,50,334,Gold
17422,1979.37,6,17,434,Gold
16341,1971.8700000000006,4,25,324,Silver
17997,1970.67,8,75,234,Silver
17790,1965.5500000000006,14,27,334,Gold
17655,1962.84,6,11,434,Gold
18259,1962.3,2,25,314,Silver
14498,1957.32,5,43,324,Silver
12853,1957.1,6,135,234,Silver
17554,1952.45,5,2,424,Gold
14533,1949.7200000000007,7,25,334,Gold
14653,1947.55,7,2,434,Gold
15814,1945.3300000000006,4,17,424,Gold
15518,1942.45,8,65,234,Silver
14418,1937.25,3,4,424,Gold
14472,1936.84,8,104,234,Silver
15864,1936.32,6,23,334,Gold
15157,1936.07,3,4,424,Gold
14655,1932.23,4,9,424,Gold
14978,1931.4199999999994,5,73,224,Silver
16942,1920.59,9,13,434,Gold
17368,1912.67,8,24,334,Gold
14285,1910.01,4,22,324,Silver
16426,1908.25,10,3,434,Gold
14810,1907.4400000000005,10,41,334,Gold
15819,1905.45,4,50,324,Silver
14250,1904.0500000000006,3,8,424,Gold
17463,1896.41,5,17,424,Gold
14466,1892.65,6,30,334,Gold
15641,1887.2,4,106,224,Silver
14217,1886.68,16,2,434,Gold
16170,1885.0500000000006,6,51,234,Silver
13890,1883.81,10,2,434,Gold
16128,1880.22,5,18,424,Gold
17738,1879.05,4,20,324,Silver
15367,1877.59,4,58,224,Silver
13126,1876.2,6,5,434,Gold
17293,1875.11,9,9,434,Gold
16986,1873.2,2,30,314,Silver
13982,1871.81,4,40,324,Silver
16474,1871.5,7,8,434,Gold
17469,1870.9700000000007,5,17,424,Gold
16293,1870.24,9,22,334,Gold
16841,1869.82,6,37,334,Gold
14524,1867.68,9,32,334,Gold
13305,1864.66,9,5,434,Gold
16201,1863.47,4,4,424,Gold
14887,1862.0,1,80,214,Silver
18219,1859.58,9,3,434,Gold
14305,1858.96,3,72,224,Silver
12963,1856.6300000000006,8,9,434,Gold
16979,1852.0,6,4,434,Gold
13421,1851.08,2,41,314,Silver
18180,1843.75,6,5,434,Gold
12950,1843.0,3,3,424,Gold
17015,1842.56,3,29,324,Silver
16102,1842.14,3,43,324,Silver
14113,1840.42,4,4,424,Gold
14216,1839.3,4,4,424,Gold
13924,1838.85,6,2,434,Gold
14459,1837.92,1,156,114,Bronze
18287,1837.28,3,43,324,Silver
13650,1836.34,6,17,434,Gold
13048,1835.91,4,15,424,Gold
14665,1835.7000000000005,5,61,224,Silver
16152,1829.04,1,269,114,Bronze
15203,1827.8,6,26,334,Gold
18122,1826.21,6,9,434,Gold
17702,1824.37,4,31,324,Silver
16153,1824.23,5,50,324,Silver
17705,1823.52,9,4,434,Gold
16169,1822.9700000000007,4,9,424,Gold
17591,1819.37,6,74,234,Silver
17629,1814.12,8,6,434,Gold
13481,1804.56,5,46,324,Silver
17663,1802.9100000000005,7,26,334,Gold
15812,1801.1400000000006,5,108,224,Silver
16249,1800.0700000000004,5,53,224,Silver
13562,1799.33,3,82,224,Silver
13196,1797.7800000000007,4,12,424,Gold
17750,1797.57,9,6,434,Gold
17648,1797.5,4,61,224,Silver
18235,1796.4800000000002,3,72,224,Silver
13831,1794.9899999999998,5,17,424,Gold
13134,1793.58,4,86,224,Silver
18179,1793.17,6,10,434,Gold
13510,1791.56,4,2,424,Gold
14621,1788.3599999999994,5,2,424,Gold
13875,1786.79,5,54,224,Silver
14608,1785.15,4,5,424,Gold
14696,1784.33,6,5,434,Gold
15050,1782.09,3,26,324,Silver
16380,1780.59,1,62,214,Silver
15220,1778.96,6,52,234,Silver
17092,1777.78,4,51,224,Silver
17754,1772.26,5,1,424,Gold
15594,1771.7799999999993,5,16,424,Gold
15473,1771.2,7,15,434,Gold
17813,1770.8800000000006,5,15,424,Gold
14387,1770.56,3,33,324,Silver
16681,1770.34,6,73,234,Silver
16983,1767.76,6,13,434,Gold
13456,1766.7200000000007,6,18,434,Gold
15950,1765.5099999999998,4,32,324,Silver
16751,1764.7199999999998,1,31,314,Silver
12823,1759.5,5,75,224,Silver
15241,1756.44,8,67,234,Silver
16359,1750.92,9,8,434,Gold
13808,1747.66,5,6,424,Gold
15067,1744.7599999999998,3,79,224,Silver
16550,1744.31,4,109,224,Silver
14506,1742.4700000000007,4,18,424,Gold
14001,1741.84,2,46,314,Silver
13157,1741.2199999999998,4,50,324,Silver
14595,1740.6,6,20,334,Gold
17930,1740.4799999999998,5,36,324,Silver
17353,1740.0,2,130,214,Silver
17457,1737.7,5,127,224,Silver
17043,1735.1799999999996,4,33,324,Silver
14409,1730.65,4,72,224,Silver
16791,1721.7799999999993,7,30,334,Gold
17451,1721.4,7,2,434,Gold
14834,1720.3,6,18,434,Gold
15267,1717.36,5,23,324,Silver
17162,1715.46,10,29,334,Gold
13763,1714.9599999999996,1,64,214,Silver
17147,1714.59,4,23,324,Silver
18061,1714.2500000000002,9,22,334,Gold
14441,1712.89,4,1,424,Gold
15021,1709.1799999999994,8,9,434,Gold
15947,1708.2400000000002,1,83,214,Silver
16902,1706.88,1,117,214,Silver
15240,1706.5700000000004,5,45,324,Silver
16398,1705.8000000000004,2,155,114,Bronze
13094,1703.64,11,22,334,Gold
17282,1703.41,3,131,224,Silver
12843,1702.2600000000002,8,66,234,Silver
16007,1701.9400000000005,4,48,324,Silver
13184,1701.29,10,15,434,Gold
17193,1699.3000000000004,7,36,334,Gold
13824,1698.9399999999994,5,33,324,Silver
14245,1693.4499999999996,2,220,114,Bronze
15549,1693.2599999999998,3,78,224,Silver
16813,1692.9799999999998,10,9,434,Gold
16671,1692.27,3,29,324,Silver
15380,1690.2600000000002,5,9,424,Gold
17152,1689.5,3,195,124,Silver
13162,1688.29,4,123,224,Silver
13577,1687.6,4,26,324,Silver
15351,1685.44,6,13,434,Gold
14030,1683.59,6,19,334,Gold
13647,1678.12,4,10,424,Gold
13149,1676.06,4,15,424,Gold
17656,1674.69,5,74,224,Silver
17218,1668.1799999999996,9,5,434,Gold
16115,1667.97,8,10,434,Gold
12912,1662.3000000000004,5,3,424,Gold
13012,1661.84,8,10,434,Gold
15214,1661.44,8,2,434,Gold
16150,1659.6,4,43,324,Silver
15826,1654.31,3,57,224,Silver
17284,1652.5800000000004,6,61,234,Silver
16711,1651.03,5,4,424,Gold
14837,1649.5,4,90,224,Silver
13750,1647.2600000000002,5,54,224,Silver
15827,1645.16,12,74,234,Silver
17873,1644.0100000000002,4,81,224,Silver
13627,1638.47,5,60,224,Silver
15122,1633.78,3,115,224,Silver
14164,1631.7700000000002,2,71,214,Silver
16638,1630.32,9,23,334,Gold
17673,1629.12,6,2,434,Gold
16515,1627.1299999999994,5,53,224,Silver
14759,1625.97,3,5,424,Gold
16987,1625.05,7,4,434,Gold
15485,1624.91,2,31,314,Silver
13425,1624.2099999999994,3,109,224,Silver
15172,1624.0500000000004,5,9,424,Gold
14215,1623.7200000000007,5,12,424,Gold
17101,1621.73,4,11,424,Gold
14178,1620.9299999999996,7,9,434,Gold
16801,1619.73,4,164,124,Silver
18161,1618.69,5,16,424,Gold
14336,1614.91,4,17,424,Gold
16992,1614.31,5,11,424,Gold
15791,1612.6900000000005,2,44,314,Silver
14312,1611.59,6,47,334,Gold
13614,1610.46,4,25,324,Silver
14918,1610.15,2,116,214,Silver
16466,1603.46,7,34,334,Gold
14719,1602.1299999999994,5,2,424,Gold
14587,1601.1400000000006,9,19,334,Gold
14210,1600.89,5,106,224,Silver
15660,1600.86,9,26,334,Gold
16496,1599.52,3,9,424,Gold
13850,1595.4799999999993,1,130,214,Silver
17837,1593.38,8,43,334,Gold
16332,1593.2000000000005,7,29,334,Gold
16676,1592.12,4,34,324,Silver
14970,1592.06,4,69,224,Silver
15611,1591.45,13,10,434,Gold
18178,1590.8100000000004,4,129,224,Silver
17191,1585.02,4,29,324,Silver
15532,1580.9299999999994,4,26,324,Silver
16889,1578.67,3,195,124,Silver
13186,1575.89,3,40,324,Silver
13634,1575.1599999999994,5,34,324,Silver
16098,1575.03,6,88,234,Silver
13659,1573.2,2,206,114,Bronze
17671,1572.71,4,16,424,Gold
16283,1570.8099999999995,5,6,424,Gold
17870,1567.9499999999996,11,3,434,Gold
15906,1567.6899999999996,7,20,334,Gold
17085,1566.65,5,124,224,Silver
17204,1564.5600000000004,4,176,124,Silver
14038,1560.38,3,79,224,Silver
16394,1555.34,5,57,224,Silver
13313,1555.32,5,23,324,Silver
16369,1553.66,3,19,323,Silver
15620,1553.1799999999996,3,57,223,Silver
15117,1551.7799999999993,5,15,423,Silver
17228,1550.1399999999994,6,16,433,Gold
13320,1548.6999999999996,4,79,223,Silver
14229,1547.1999999999996,3,52,223,Silver
14704,1546.91,9,12,433,Gold
16790,1545.62,6,4,433,Gold
13397,1544.13,5,73,223,Silver
15701,1542.14,4,3,423,Silver
17159,1538.88,3,22,323,Silver
13849,1537.9499999999996,2,52,213,Bronze
12877,1535.77,12,4,433,Gold
15392,1535.5299999999993,4,5,423,Silver
15625,1534.2600000000002,4,104,223,Silver
13495,1533.9200000000005,4,8,423,Silver
13107,1531.62,4,45,323,Silver
14321,1530.7500000000002,5,11,423,Silver
14567,1530.36,2,57,213,Bronze
16434,1522.25,7,30,333,Silver
16066,1521.8699999999994,5,17,423,Silver
13764,1521.76,3,71,223,Silver
13213,1520.58,5,57,223,Silver
16880,1519.0800000000004,7,31,333,Silver
14267,1516.24,3,163,123,Bronze
13791,1516.0,2,128,213,Bronze
16748,1515.9,5,18,423,Silver
17722,1513.8999999999994,3,97,223,Silver
16053,1511.9499999999994,2,33,313,Silver
16910,1510.06,8,5,433,Gold
16279,1509.58,3,22,323,Silver
17519,1508.7199999999998,5,18,423,Silver
15265,1506.12,2,152,113,Bronze
12937,1504.2699999999993,4,16,423,Silver
15530,1502.35,4,22,323,Silver
16762,1501.38,3,20,323,Silver
17571,1498.5100000000002,4,51,223,Silver
17406,1498.3199999999995,2,334,113,Bronze
14414,1496.98,7,92,233,Silver
16755,1496.83,3,115,223,Silver
17002,1493.7300000000002,3,86,223,Silver
15057,1489.5,2,276,113,Bronze
13110,1488.6699999999996,7,32,333,Silver
13692,1488.3200000000006,3,25,323,Silver
14963,1487.8,5,10,423,Silver
17553,1487.6,1,130,213,Bronze
16395,1486.9,5,61,223,Silver
14878,1485.54,9,13,433,Gold
14758,1484.0600000000004,4,145,123,Bronze
18016,1483.56,5,33,323,Silver
15427,1483.14,3,34,323,Silver
17590,1479.2199999999993,3,3,423,Silver
14403,1475.81,4,131,223,Silver
12826,1474.7199999999998,7,3,433,Gold
14246,1474.0600000000004,3,111,223,Silver
15128,1470.9999999999998,4,61,223,Silver
16348,1469.45,7,33,333,Silver
14875,1465.3199999999995,2,108,213,Bronze
16775,1463.7600000000002,10,11,433,Gold
12882,1463.04,2,10,413,Silver
14233,1462.72,4,50,323,Silver
14541,1461.65,8,59,233,Silver
17063,1461.1400000000006,7,22,333,Silver
16455,1459.88,5,64,223,Silver
16996,1456.96,6,31,333,Silver
13309,1456.79,5,8,423,Silver
13477,1454.58,6,38,333,Silver
15953,1449.54,7,16,433,Gold
14740,1448.21,3,198,123,Bronze
14591,1447.14,4,16,423,Silver
17073,1446.0899999999995,4,18,423,Silver
13717,1445.01,6,33,333,Silver
13461,1445.0,3,39,323,Silver
17175,1443.69,4,45,323,Silver
15478,1441.42,2,41,313,Silver
14071,1438.8200000000004,8,4,433,Gold
13159,1437.85,4,9,423,Silver
16503,1431.9299999999996,4,107,223,Silver
13475,1431.7799999999993,4,192,123,Bronze
16103,1429.64,6,8,433,Gold
16271,1429.24,5,3,423,Silver
14035,1428.02,5,29,323,Silver
15681,1426.16,5,26,323,Silver
15106,1422.5199999999998,5,18,423,Silver
16463,1422.4,4,22,323,Silver
16571,1421.69,3,27,323,Silver
14019,1421.61,3,47,323,Silver
17288,1419.73,7,10,433,Gold
16173,1418.3199999999995,6,16,433,Gold
15444,1418.26,2,10,413,Silver
17856,1418.0300000000002,4,2,423,Silver
18116,1418.0299999999993,8,68,233,Silver
14649,1417.2899999999993,4,5,423,Silver
16012,1415.29,3,36,323,Silver
16245,1413.66,3,24,323,Silver
17004,1412.9399999999994,2,47,313,Silver
15237,1412.3200000000006,4,2,423,Silver
15596,1406.59,5,101,223,Silver
17083,1405.7799999999993,3,110,223,Silver
12868,1403.7600000000002,5,186,123,Bronze
13174,1401.06,2,17,413,Silver
16365,1400.56,8,18,433,Gold
15563,1400.4400000000005,4,23,323,Silver
18202,1396.9899999999998,3,200,123,Bronze
13995,1393.69,5,16,423,Silver
17354,1393.06,1,51,213,Bronze
15810,1391.9799999999998,4,79,223,Silver
15051,1391.61,3,24,323,Silver
13414,1390.5,3,134,223,Silver
15260,1390.27,5,101,223,Silver
13516,1389.41,3,22,323,Silver
15453,1388.37,7,2,433,Gold
15134,1387.9900000000002,8,15,433,Gold
12952,1387.79,4,6,423,Silver
13308,1385.5100000000002,3,23,323,Silver
18167,1384.86,3,24,323,Silver
17311,1384.85,2,79,213,Bronze
13572,1384.25,1,206,113,Bronze
14507,1383.1800000000005,6,24,333,Silver
14116,1382.7400000000002,5,20,323,Silver
16389,1382.0700000000004,4,54,223,Silver
16726,1382.02,5,27,323,Silver
17621,1379.9,3,22,323,Silver
12886,1378.4,2,68,213,Bronze
15569,1375.7099999999996,5,104,223,Silver
16669,1374.8699999999994,3,24,323,Silver
14434,1372.8,6,22,333,Silver
16456,1370.9699999999998,4,100,223,Silver
15095,1370.6,4,104,223,Silver
14897,1366.38,4,8,423,Silver
14673,1362.91,4,4,423,Silver
13396,1360.9899999999998,2,30,313,Silver
16817,1360.5499999999995,8,3,433,Gold
14102,1360.2799999999995,5,6,423,Silver
16719,1359.69,6,15,433,Gold
15411,1358.88,4,27,323,Silver
13232,1357.6,7,13,433,Gold
17054,1356.33,5,29,323,Silver
14064,1353.74,5,30,323,Silver
14859,1353.7399999999998,4,13,423,Silver
15116,1352.75,4,18,423,Silver
16079,1352.0,3,17,423,Silver
16493,1351.63,4,80,223,Silver
14154,1345.62,2,240,113,Bronze
15398,1345.53,2,17,413,Silver
17372,1342.6800000000005,8,41,333,Silver
16317,1341.65,3,120,223,Silver
16059,1341.61,5,66,223,Silver
13743,1341.6,7,3,433,Gold
18177,1341.42,6,32,333,Silver
14404,1340.84,5,34,323,Silver
16045,1340.7,4,120,223,Silver
15734,1339.4500000000005,2,115,213,Bronze
15987,1337.8,6,13,433,Gold
15059,1337.7200000000005,9,41,333,Silver
16110,1337.48,3,46,323,Silver
12919,1335.19,6,9,433,Gold
14045,1333.35,3,110,223,Silver
17932,1331.5699999999995,3,30,323,Silver
16295,1328.5499999999995,4,10,423,Silver
15146,1327.1600000000005,2,165,113,Bronze
17633,1324.84,4,32,323,Silver
12854,1324.5,3,79,223,Silver
17095,1324.16,3,23,323,Silver
16370,1320.5599999999995,4,83,223,Silver
14794,1319.91,7,3,433,Gold
13168,1319.1899999999996,4,37,323,Silver
16083,1317.62,2,101,213,Bronze
14921,1316.0700000000004,2,31,313,Silver
14511,1314.81,5,12,423,Silver
16464,1314.6799999999996,3,20,323,Silver
14738,1314.45,7,43,333,Silver
14973,1314.45,3,108,223,Silver
16040,1313.55,3,66,223,Silver
14856,1311.38,3,37,323,Silver
14477,1309.6,4,20,323,Silver
16120,1309.14,4,60,223,Silver
13328,1308.48,1,317,113,Bronze
14297,1305.33,4,18,423,Silver
16744,1304.7600000000002,7,12,433,Gold
17919,1304.04,1,89,213,Bronze
15813,1303.91,2,208,113,Bronze
12947,1299.95,5,144,123,Bronze
15494,1299.2300000000005,2,22,313,Silver
15916,1295.64,6,17,433,Gold
16929,1295.39,7,4,433,Gold
16224,1295.2999999999995,4,58,223,Silver
15621,1293.03,4,5,423,Silver
16101,1290.7,1,71,213,Bronze
15171,1289.5,1,332,113,Bronze
15136,1286.7000000000005,4,3,423,Silver
16949,1286.2700000000002,6,4,433,Gold
17350,1286.07,4,9,423,Silver
16899,1281.56,6,8,433,Gold
13878,1281.53,1,55,213,Bronze
13538,1280.85,7,44,333,Silver
15111,1278.98,2,30,313,Silver
16951,1277.7500000000011,3,135,223,Silver
16692,1276.0,2,257,113,Bronze
14669,1269.9899999999998,3,242,123,Bronze
13431,1269.1,2,68,213,Bronze
14916,1268.98,4,71,223,Silver
15199,1268.7,4,60,223,Silver
16660,1267.65,4,17,423,Silver
17037,1267.3199999999995,1,88,213,Bronze
17158,1266.97,3,33,323,Silver
14105,1266.2300000000002,1,240,113,Bronze
13989,1266.08,2,66,213,Bronze
16842,1264.19,3,101,223,Silver
15497,1262.2,2,18,413,Silver
15009,1261.7799999999995,3,13,423,Silver
16688,1260.86,4,2,423,Silver
17388,1259.5600000000004,4,78,223,Silver
13151,1257.8700000000003,1,296,113,Bronze
16639,1257.5099999999998,3,32,323,Silver
17481,1255.59,4,4,423,Silver
14698,1250.76,5,2,423,Silver
14383,1247.69,3,39,323,Silver
13029,1247.5,3,31,323,Silver
15004,1246.3199999999995,1,148,113,Bronze
13860,1245.9,5,2,423,Silver
14428,1244.83,5,8,423,Silver
16531,1244.59,7,23,333,Silver
17584,1242.2999999999995,2,8,413,Silver
14573,1240.3200000000004,8,180,133,Silver
17588,1240.2,3,101,223,Silver
17731,1240.11,4,80,223,Silver
12985,1239.38,2,1,413,Silver
13476,1238.47,2,179,113,Bronze
14893,1237.8500000000004,2,10,413,Silver
13931,1237.5300000000007,2,96,213,Bronze
15201,1236.5400000000004,5,88,223,Silver
14684,1236.2800000000002,5,26,323,Silver
15376,1233.36,3,41,323,Silver
15910,1232.1800000000005,8,1,433,Gold
18080,1231.5,2,19,313,Silver
18171,1231.31,5,59,223,Silver
14913,1227.43,4,36,323,Silver
12997,1226.89,4,23,323,Silver
17774,1225.41,4,97,223,Silver
15841,1224.06,4,73,223,Silver
13208,1223.9,6,59,233,Silver
16794,1222.7100000000005,10,2,433,Gold
14745,1220.26,5,113,223,Silver
15227,1219.4,5,37,323,Silver
14741,1215.84,5,12,423,Silver
17410,1214.72,5,17,423,Silver
13055,1214.4099999999996,3,79,223,Silver
18263,1213.16,3,26,323,Silver
13918,1212.84,2,50,313,Silver
16653,1212.6600000000005,2,17,413,Silver
13564,1209.0199999999998,2,145,113,Bronze
17653,1207.5600000000004,4,37,323,Silver
15602,1205.32,8,9,433,Gold
15737,1205.12,8,15,433,Gold
14898,1205.0199999999998,5,24,323,Silver
16800,1201.4900000000002,1,12,413,Silver
13158,1201.06,4,95,223,Silver
17800,1199.01,9,38,333,Silver
13118,1197.8100000000004,5,20,323,Silver
13211,1197.42,3,11,423,Silver
16042,1197.2699999999998,5,23,323,Silver
17867,1197.1,6,31,333,Silver
17526,1195.9,4,5,423,Silver
15145,1194.7299999999998,4,5,423,Silver
13882,1191.13,5,3,423,Silver
16612,1187.66,4,33,323,Silver
15630,1186.35,2,46,313,Silver
13752,1186.2800000000002,6,125,233,Silver
17802,1184.8400000000004,2,83,213,Bronze
17058,1179.89,3,82,223,Silver
12885,1175.2200000000005,3,64,223,Silver
15306,1174.35,3,65,223,Silver
14857,1173.12,2,60,213,Bronze
13611,1171.8,3,90,223,Silver
15024,1170.11,8,10,433,Gold
17961,1168.89,38,22,333,Silver
13500,1166.77,3,24,323,Silver
14737,1164.55,3,4,423,Silver
14261,1163.4499999999996,2,51,213,Bronze
14447,1163.23,5,19,323,Silver
16714,1161.5299999999993,3,219,123,Bronze
15088,1160.07,2,22,313,Silver
17348,1159.5200000000002,5,15,423,Silver
13499,1159.11,5,18,423,Silver
16184,1158.79,6,65,233,Silver
13744,1156.36,2,96,213,Bronze
16637,1154.4699999999998,4,33,323,Silver
16062,1153.62,4,10,423,Silver
17505,1145.84,2,162,113,Bronze
16766,1145.6,2,274,113,Bronze
17770,1143.27,5,199,123,Bronze
18125,1142.9899999999998,4,30,323,Silver
15985,1142.42,2,124,213,Bronze
16270,1141.2399999999996,1,354,113,Bronze
13330,1140.93,3,93,223,Silver
13819,1140.35,3,302,123,Bronze
16172,1140.21,5,96,223,Silver
17500,1138.0,3,18,423,Silver
17302,1135.63,5,15,423,Silver
17242,1135.04,2,109,213,Bronze
15489,1134.2799999999995,3,23,323,Silver
16989,1133.25,6,8,433,Gold
17585,1133.07,4,110,223,Silver
13282,1132.14,3,19,323,Silver
13772,1132.13,3,34,323,Silver
13310,1132.0300000000002,3,29,323,Silver
13610,1131.88,7,13,433,Gold
15500,1131.56,4,9,423,Silver
13447,1129.14,3,24,323,Silver
17787,1128.91,3,153,123,Bronze
14824,1127.71,4,11,423,Silver
16016,1126.49,7,4,433,Gold
14129,1123.86,5,2,423,Silver
18239,1123.5100000000002,4,219,123,Bronze
15436,1122.5299999999997,3,13,423,Silver
13486,1122.41,3,79,223,Silver
17562,1122.38,7,15,433,Gold
16807,1121.59,3,143,123,Bronze
15730,1120.88,3,66,223,Silver
14276,1119.7399999999998,3,99,223,Silver
13064,1119.4899999999998,4,13,423,Silver
12842,1118.99,2,71,213,Bronze
17788,1117.9,2,74,213,Bronze
13591,1117.1299999999997,3,65,223,Silver
13491,1116.92,9,52,233,Silver
14443,1116.6999999999996,3,54,223,Silver
14971,1116.5699999999997,3,36,323,Silver
16350,1116.4699999999998,4,22,323,Silver
17609,1112.2199999999998,5,41,323,Silver
16049,1111.7899999999988,3,41,323,Silver
14817,1110.34,2,201,113,Bronze
15069,1109.5300000000007,1,180,113,Bronze
15933,1107.4599999999996,3,22,323,Silver
16833,1106.53,4,2,423,Silver
12857,1106.4,2,211,113,Bronze
14410,1105.07,9,93,233,Silver
14948,1101.97,6,24,333,Silver
17047,1100.9,3,86,223,Silver
15978,1098.7800000000002,1,78,213,Bronze
13104,1098.48,6,4,433,Gold
17966,1098.43,5,38,323,Silver
16225,1096.3200000000004,5,45,323,Silver
16533,1095.56,3,20,323,Silver
15745,1094.59,4,20,323,Silver
17720,1093.9399999999996,3,27,323,Silver
15608,1093.68,4,29,323,Silver
13521,1093.6499999999996,3,2,423,Silver
18189,1090.2399999999998,2,78,213,Bronze
13853,1090.14,1,58,213,Bronze
17676,1086.98,5,5,423,Silver
15763,1086.92,2,32,313,Silver
13467,1083.7099999999996,2,11,413,Silver
17041,1081.57,3,27,323,Silver
14561,1080.7599999999998,3,76,223,Silver
16200,1080.62,2,5,413,Silver
13726,1079.66,2,39,313,Silver
15197,1079.61,3,11,423,Silver
16980,1078.9600000000003,2,256,113,Bronze
14352,1078.96,4,158,123,Bronze
16094,1078.23,4,12,423,Silver
16563,1077.74,1,54,213,Bronze
13131,1073.3,3,24,323,Silver
15712,1072.36,5,10,423,Silver
15238,1071.99,3,30,323,Silver
14487,1071.23,5,27,323,Silver
13635,1071.0300000000002,1,68,213,Bronze
17522,1070.71,5,2,423,Silver
13761,1070.65,2,51,213,Bronze
14212,1070.48,1,90,213,Bronze
17214,1069.12,6,61,233,Silver
16918,1068.82,6,50,333,Silver
15027,1066.15,4,31,323,Silver
17277,1065.35,2,228,113,Bronze
14488,1064.2800000000002,1,68,213,Bronze
12951,1064.0700000000004,6,9,433,Gold
15801,1063.9499999999996,3,47,323,Silver
12936,1063.9,4,18,423,Silver
14411,1063.0,1,311,113,Bronze
16214,1062.75,3,171,123,Bronze
17412,1060.7599999999998,6,3,433,Gold
15706,1060.56,4,64,223,Silver
17727,1060.25,1,16,413,Silver
18130,1059.39,3,16,423,Silver
14901,1058.89,7,12,433,Gold
14465,1058.62,3,247,123,Bronze
14419,1058.06,6,11,433,Gold
15407,1056.4399999999996,4,34,323,Silver
14514,1055.35,3,62,223,Silver
15858,1054.9200000000003,4,16,423,Silver
15977,1054.73,2,18,413,Silver
16728,1054.67,4,47,323,Silver
14583,1052.55,5,6,423,Silver
16416,1051.3999999999996,3,27,323,Silver
12849,1050.89,2,32,313,Silver
14224,1050.12,4,111,223,Silver
15329,1049.7000000000003,3,40,323,Silver
15464,1048.8500000000006,1,339,113,Bronze
15839,1048.4900000000002,3,34,323,Silver
15777,1047.11,4,242,123,Bronze
16520,1046.5699999999997,3,187,123,Bronze
17042,1044.38,5,3,423,Silver
15192,1044.32,3,120,223,Silver
14389,1043.46,2,66,213,Bronze
15073,1043.41,3,10,423,Silver
14584,1042.2599999999998,4,170,123,Bronze
13719,1041.68,5,16,423,Silver
18221,1041.61,5,23,323,Silver
15434,1041.4800000000002,5,9,423,Silver
14446,1039.58,4,1,423,Silver
16175,1037.59,4,95,223,Silver
15426,1035.9699999999998,4,20,323,Silver
16260,1035.45,1,51,213,Bronze
15983,1034.13,3,23,323,Silver
13639,1033.34,1,75,213,Bronze
17724,1033.0,3,72,223,Silver
17405,1031.41,3,2,423,Silver
13235,1031.0699999999997,1,213,113,Bronze
13253,1030.4,2,157,113,Bronze
17033,1030.14,3,87,223,Silver
15333,1028.56,1,209,113,Bronze
16682,1027.9999999999998,5,5,423,Silver
15104,1027.4399999999996,2,197,113,Bronze
13956,1026.42,5,6,423,Silver
16160,1025.4400000000003,2,66,213,Bronze
14904,1025.44,2,3,413,Silver
17096,1022.13,4,16,423,Silver
14047,1021.69,4,9,423,Silver
14346,1021.5800000000003,2,121,213,Bronze
13165,1021.48,2,47,313,Silver
13376,1019.76,3,100,223,Silver
18142,1019.52,2,158,113,Bronze
12828,1018.71,6,3,433,Gold
13728,1016.14,6,37,333,Silver
13867,1015.29,3,32,323,Silver
17894,1013.0400000000003,7,72,233,Silver
17197,1013.01,1,30,313,Silver
14195,1012.0,2,202,113,Bronze
16229,1010.5999999999997,2,88,213,Bronze
13032,1010.18,2,53,213,Bronze
15002,1010.1100000000004,3,116,223,Silver
16572,1009.6,3,128,223,Silver
16174,1009.55,3,127,223,Silver
17646,1008.39,3,220,123,Bronze
14631,1006.98,3,51,223,Silver
13429,1006.8,4,11,423,Silver
16950,1006.56,2,57,213,Bronze
17126,1004.75,5,153,123,Bronze
14214,1004.38,5,31,323,Silver
15605,1003.38,4,37,323,Silver
13410,1003.06,5,25,323,Silver
15508,1000.27,6,190,133,Silver
18143,1000.16,2,117,213,Bronze
14540,996.26,3,10,423,Silver
15110,996.1,4,24,323,Silver
17594,993.18,2,86,213,Bronze
16009,992.71,4,23,323,Silver
13363,992.5,2,18,413,Silver
14223,991.13,3,93,223,Silver
16232,990.88,4,44,323,Silver
15062,987.86,4,72,223,Silver
18237,987.1,5,3,423,Silver
16376,987.0100000000003,2,9,413,Silver
17144,984.57,2,2,413,Silver
17262,984.5,4,53,223,Silver
15133,982.42,3,128,223,Silver
14138,982.3800000000003,2,2,413,Silver
15071,982.0699999999997,2,94,213,Bronze
16188,981.86,4,45,323,Silver
16907,981.65,5,30,323,Silver
16085,981.51,5,24,323,Silver
18170,980.3099999999997,3,34,323,Silver
13509,979.72,7,9,433,Gold
15506,979.26,3,23,323,Silver
13350,979.12,2,17,413,Silver
15132,977.93,5,19,323,Silver
